company_name,cage,email,phone,contact_name,linkID
ADVANCED INDUSTRIES INC,0GA21,,,,008727
PARKER SEAL GROUP ALPHA SEAL AND PACKING DIV,0GAY3,,,,113400
AKS INDUSTRIES INC,0GC93,,,,106393
AERO BRAKE & SPARES INC,0GDP5,,,,103430
"DIRECT LINE, INC",0GE52,,,,003306
"YOUNG ENGINEERING & MANUFACTURING, INC. DBA YOUNG ENGINEERING & MANUFACTURING INC",0GFE1,,,,008221
CINCINNATI HOSE AND FITTING,0GGS2,,,,104916
EDO MTECH INC.,0GHS0,,,,104847
KENTEK CORPORATION DBA KENTEK CORP,0GTP7,,,,110093
"ECLIPTEK, INC.",0GUG6,,,,105237
STAR POWER SERVICES INC,0GUY0,,,,105286
FLUKE CORP,0GVY8,,,,003197
ESMOND ENGINEERING,0GXH8,,,,002045
"VANTAGE ASSOCIATES INC. DIV COMPOSITES AND THERMOFORMING, A DIVISION OF VANTAGE ASSOCIAT",0GZ25,,,,110600
GLOBAL CATHODIC PROTECTION INC,0GZ64,,,,107976
"SURVIVAL SYSTEMS INTERNATIONAL, INC",0GZT5,,,,102585
"HUBER + SUHNER, INC",0GZV8,,,,101504
BW TECHNOLOGIES LTD,0H015,,,,112124
ACHILLES AEROSPACE PRODUCTS INCORPORATED,0H380,,,,104805
"RUCH TOOL COMPANY, INC",0H385,,,,006059
"USHIO AMERICA, INC DBA USHIO AMERICA INC",0H3N2,,,,103336
KOVATCH MOBILE EQUIPMENT CORP.,0H4A9,,,,003847
MACGREGOR USA INC. DIV MACGREGOR USA,0H7R3,,,,103645
UOP MOLECULAR SIEVE DEPT A JOINT VENTURE,0H8X3,,,,006174
EPSON AMERICA INC,0HAF7,,,,104070
SIEMENS ENERGY AND AUTOMATION INC,0HB82,,,,005946
BALON CORP,0HBF1,,,,101844
"EDAK, INC.",0HBL8,,,,109040
POLY-PLANAR INC,0HBN8,,,,109640
"ROCKFORD RIGGING, INC. DBA ROCKFORD RIGGING INC",0HBT5,,,,110803
"RUBBER & SPECIALTIES, INC. DBA RUBBER & SPECIALTIES INC DIV RUBBER AND SPECIALTIES INC",0HC82,,,,109025
"ALIGN PRECISION - CEDAR CITY, LLC",0HCF0,,,,110307
ALPHA TECHNOLOGIES,0HF27,,,,100203
"SHUERT INDUSTRIES, INC. DBA SHUERT INDUSTRIES INC",0HGG5,,,,108667
"DOUGLASS INTERIOR PRODUCTS, INC",0HGX6,,,,109381
CROUSE HINDS NAVIGATION AIDS,0HKL4,,,,005974
BEAVER CREEK STEEL ROOFING LLC,0HLQ3,,,,005974
XACTEX CORPORATION,0HLW6,,,,103834
WINCHESTER INTERCONNECT RF CORPORATION DBA WINCHESTER INTERCONNECT DIV WINCHESTER INTERCONNECT,0HM01,,,,111761
FALCON MANUFACTURING CORP,0HM72,,,,100137
"KOCHEK COMPANY, LLC DBA KOCHEK CO INC",0HR25,,,,109624
JETSEAL INC,0HRD8,,,,101223
INSULATED WIRE INC. DIV IW MICROWAVE PRODUCTS DIV.,0HRT9,,,,101367
"REV-CAP COMPANY, INC.",0HS46,,,,100077
ACME FIBERGLASS INC,0HS51,,,,111343
SUN CO INC,0HTE2,,,,102504
THERMO ENVIRONMENTAL INSTRUMENTS LLC DIV ENVIRONMENTAL AND PROCESS MONITORING,0HTS3,,,,101847
RIDEWELL CORPORATION DBA RIDEWELL CORP,0HUY6,,,,111521
"BECKMAN COULTER, INC DIV US CUSTOMER OPERATIONS",0HWD8,,,,109773
MIDWEST INSTRUMENTS,0HWW8,,,,000453
AMPHENOL PRODUCTS INC,0HX47,,,,003197
FLUKE CORP,0HYG7,,,,003197
"GENUINE PARTS COMPANY DIV AUTOMOTIVE PARTS GROUP, DBA NAPA",0HYJ6,,,,104582
ABBOTT TECHNOLOGIES INC,0HZ11,,,,007031
DIESEL RADIATOR CO.,0HZP9,,,,109235
"WALTER KIDDE PORTABLE EQUIPMENT, INC DBA KIDDE SAFETY",0J0S5,,,,102875
MARLEY ENGINEERED PRODUCTS LLC,0J1V5,,,,103719
PATTERSON FAN COMPANY,0J3S1,,,,106287
"VARGA ENTERPRISES, INC DBA AIRCRAFT ENGINE SPECIALISTS",0J437,,,,111023
A O SMITH CORPORATION DBA A O SMITH WATER PRODUCTS CO,0J4C5,,,,106682
ARRAY CONNECTOR CORPORATION DBA CINCH CONNECTIVITY SOLUTIONS,0J4E7,,,,100715
PANASONIC INDUSTRIAL CO AFFIL OF MATSUSHITA ELECTRIC CORP OF AMERICA,0J4G8,,,,103859
INDIANA HEAT TRANSFER CORPORATION,0J567,,,,104250
"MARCO SUPPLY COMPANY, INC. DBA STOCKYARDS HARDWARE",0J575,,,,101956
AMERWAY INC DBA AMERWAY INC,0J598,,,,105552
BOBCAT ENTERPRISES INC,0J6C1,,,,106454
"FASTECH OF JACKSONVILLE, LLC DBA FASTECH OF JACKSONVILLE",0J6T3,,,,110787
SEA PEARLS INC,0J7B6,,,,111920
HISCO INC,0J7Z5,,,,104115
APPLIED TECHNICAL SYSTEMS INC DBA ATS,0JB39,,,,104709
BEC SYSTEMS LLC DBA BEC MACHINE PRODUCTS,0JC12,,,,100351
NEON CONTROLS INC,0JD09,,,,102245
MC KEON ROLLING STEEL DOOR CO INC,0JF20,,,,108721
DONALD BOZICK DBA BOZICK ELECTRIC,0JFK0,,,,110484
"DEEP SEE, INC. DBA DEEP SEA PRODUCTS",0JGB0,,,,103997
WULFF BROS CONSTRUCTION CO,0JGZ7,,,,107604
"FIRST SOURCE, INC. DBA FIRST SOURCE INC",0JHX2,,,,102380
LEYBOLD USA INC.,0JKC7,,,,111962
JCB INC,0JKF0,,,,002024
ULSTEIN USA INC,0JKF4,,,,103238
STEWART WARNER SOUTH WIND CORPORATION,0JKH1,,,,007977
"HDT EXPEDITIONARY SYSTEMS, INC.",0JKN0,,,,106787
FERNCO INC,0JM37,,,,005978
"GPT INDUSTRIES, LLC",0JM95,,,,106687
TEXTRON INC CAMCAR SOCKET SCREW DIV,0JMM5,,,,002250
OKWU ASSOCIATES INC,0JP46,,,,107779
GEIGER ELECTRONICS INC,0JP62,,,,110567
PREMIER COPPER DIVISION OF W & O SUPPLY DIV PREMIER COPPER,0JPG9,,,,103562
THOMSEN L C INC,0JR79,,,,007068
ETA TECHNOLOGIES CORP,0JSD4,,,,003197
"GENERAL MARINE PRODUCTS, INC",0JU31,,,,103784
ITW LPS LABORATORIES DBA PT TECHNOLOGIES A DIV OF LPS LABORATORIES,0JVH6,,,,006267
DELAWARE MFG INDUSTRIES CORP,0JVY1,,,,000075
"VPS CONTROL SYSTEMS, INC.",0JVY6,,,,100078
"SPECTRUM COATINGS LABORATORIES, INC.",0JVY7,,,,106673
GRAINGER DIV OF W W GRAINGER INC,0JW21,,,,000621
GENERAL ELECTRIC CO PARTS SERVICE CENTER,0JXA5,,,,003459
METREX RESEARCH LLC,0JXD3,,,,108286
LOKRING CORP,0K091,,,,105808
KLINGE CORPORATION DBA KLINGE CORP,0K0L1,,,,100078
INLAND TECHNOLOGY INCORPORATED DBA INLAND TECHNOLOGY INC,0K209,,,,006090
LEXSECO INC,0K2X5,,,,111907
PROMARK ELECTRONICS INC,0K4Y0,,,,100901
SEQUENCE SUPPORT SERVICES INC,0K620,,,,008021
EDI INC,0K645,,,,003197
SATURN FASTENERS INC DIV ACUMENT,0K6Z0,,,,008021
RGB SPECTRUM,0K7E4,,,,108795
KRAYDEN INC,0K7F6,,,,110900
VALENTINE & CO,0K828,,,,112075
CERBACO LTD,0K8Y4,,,,101720
DAUBERS INC OF RICHMOND,0K9E8,,,,103094
"SPECIALTY & BALL VALVE ENGINEERING, INC. DBA SPECIALTY & BALL VALVE ENGINEERING",0K9K5,,,,104053
WIRELESS DATA CORPORATION,0K9K6,,,,002698
PHT AEROSPACE LLC,0KAA8,,,,111433
AMERICAN RELIANCE INC DBA AMREL,0KAG7,,,,110140
"IMMI VEHICLE IMPROVEMENT PRODUCTS, INC.",0KAW7,,,,113402
JET EDGE INC SUB OF POSSIS CORP,0KB19,,,,109861
PRATT AND WHITNEY SERVICES INC DBA PRATT AND WHITNEY SERVICES INC DALLAS AEROSPACE OPNS,0KEG8,,,,102648
"JONCO INDUSTRIES, INC. DBA JONCO INDUSTRIES INC",0KF38,,,,111790
KINEDYNE LLC,0KHZ6,,,,106685
RAMADA INN AN INDEPENDENTLY OWNED AND OPERATED BUSINESS,0KJ35,,,,003197
"HYDROMOTION, INC.",0KJH2,,,,105779
"CORNET TECHNOLOGY, INC. DBA CORNET TECHNOLOGY INC",0KPC5,,,,107356
EDI INC,0KSW3,,,,003197
ALTA DIAGNOSTICS INC,0KTR3,,,,111933
MCMASTER-CARR SUPPLY CO,0KVE6,,,,000287
TYCO ELECTRONICS DBA CRITCHLEY PRODUCTS DIV ELECTRONICS/GIC,0KW00,,,,002538
MERCATUS INTERNATIONAL MARKETING INC,0KWD6,,,,110253
BLAST COAT SYSTEMS INC DBA BLAST COAT SYSTEMS INC,0KWT4,,,,111150
"WICHARD, INC. DBA WICHARD INC",0KWT7,,,,102107
"S.S. WHITE TECHNOLOGIES, INC.",0KZS2,,,,002486
WESTINGHOUSE MOTOR CO A JOINT VENTURE,0KZV5,,,,005973
"SERVICE EXPRESS COMPANY, INC",0L0H1,,,,007283
"J BOX, LLC",0L201,,,,109390
LELAND AES INC,0L2J4,,,,008037
THERMO ENVIRONMENTAL INSTRUMENTS,0L2N5,,,,101847
FM INDUSTRIES INC,0L4B1,,,,102613
SUMITOMO MACHINERY CORP OF AMERICA,0L5F0,,,,000117
STONEWALL CABLE,0L5X1,,,,106795
ETA TECHNOLOGIES CORP,0L5Y4,,,,003197
FLOJET CORP,0L724,,,,004126
"TECMOTIV (USA), INC.",0L7R7,,,,105121
"BUCK EQUIPMENT, KABS INC. II",0L7T5,,,,105516
HYDRO MECHANICAL SYSTEMS INC,0L817,,,,008778
CVB COMPANY,0L844,,,,104158
RINKUS CONSTRUCTION AND ROOFING INC,0L884,,,,104158
AMFS AMERICAN FLEET SERVICES,0L8N4,,,,102575
BALMAR ACQUISITION COMPANY LLC,0L9X3,,,,105070
WEBTEC LLC,0LB04,,,,109458
JTEKT COLUMN SYSTEMS NORTH AMERICA CORPORATION DIV JTEKT COLUMN SYSTEMS NORTH AMERCIA,0LB15,,,,101496
MCMILLAN FIBERGLASS STOCKS INC,0LB99,,,,104321
SEACOAST ELECTRONICS INC,0LD35,,,,101465
STEWART WARNER ALEMITE CORP,0LDJ2,,,,000454
LABORATORY ACCESSORIES INC,0LDZ7,,,,103581
CUMMINS NPOWER LLC DBA CUMMINS DIESEL SALES,0LE70,,,,105688
ZF INDUSTRIES INC,0LEB5,,,,006880
"PLAINVIEW BATTERIES, INC.",0LEJ1,,,,007071
"J ALTUS, INCORPORATED DIV ZEPCO",0LF73,,,,103010
WILSON MFG CO DBA DOUTY MFG CO,0LFK0,,,,106016
MAGNETEK INC LIGHTING PRODUCTS GROUP,0LG51,,,,001042
MAC AEROSPACE CORP,0LGT4,,,,103554
MSC INDUSTRIAL SUPPLY CO,0LGX1,,,,001138
"CUSTOM MANUFACTURING SOLUTIONS, INC",0LJJ1,,,,106470
"LOKRING TECHNOLOGY, LLC",0LLE0,,,,105808
,,,,,105808
MET-PRO CORPORATION DIV KEYSTONE FILTER DIVISION,0LM72,,,,105504
BERNARD WELDING,0LN68,,,,000109
TURBO INDUSTRIES INC,0LPU3,,,,101332
"TEREX USA, LLC",0LRM3,,,,111100
SHOCK TECH INC DBA SHOCK TECH INC,0LRN7,,,,100078
STONCO CORP,0LRR4,,,,001042
"SPECTRUM CONTROL, INC.",0LSP2,,,,003215
EXTECH INSTRUMENTS,0LTF4,,,,106844
MAYR CORPORATION,0LU55,,,,006997
TRI-CLOVER INC PO BOX 581909 PLEASANT PARK WI 53158,0LU89,,,,002864
BIG HORN EQUIPMENT COMPANY INC,0LUR3,,,,100321
MAGNETIC SENSORS CORPORATION DBA MAGNETIC SENSORS CORP,0LVP6,,,,101332
"THORLABS, INC",0LW43,,,,111972
WATTS AUTOMATIC CONTROL VALVE INC,0LX27,,,,005759
SNAP-ON TOOLS CORP,0LY11,,,,006652
CENTRAL PIPE SUPPLY INC,0LY30,,,,105764
CHEM TECH INTERNATIONAL,0LZ78,,,,104571
"PRC - DESOTO INTERNATIONAL, INC. DIV ASC-INDIANAPOLIS",0LZE0,,,,102049
AMERICAN FIBERTEK INC,0M2L9,,,,101470
KENWORTH SALES CO,0M3U0,,,,104874
E P MAXIMA-J INC,0M5X9,,,,002344
"INGRAM INDUSTRIES, INC. DIV COLOC MANUFACTURING",0M6Y0,,,,110369
"PEERLESS-WINSMITH, INC",0M7V4,,,,006997
GRAINGER DIV OF W W GRAINGER INC,0M8K1,,,,000621
"TEXAS ALMET, L.P.",0MCC8,,,,109746
AMPHENOL CORP RF/MICROWAVE OPNS DEPARTAMENTO SONIMEX /XM 6 1/2/ TERRAZAS,0MCV9,,,,003197
SCHNEIDER ELECTRIC IT CORPORATION DIV SCHNEIDER ELECTRIC IT CORP.,0MG77,,,,101377
"WPI-SARASOTA DIVISION, INC",0MGD6,,,,103359
NAVPAR INC,0MHC4,,,,102970
HYVAC PRODUCTS INC,0MJA2,,,,104580
"KELLY AEROSPACE POWER SYSTEMS, INC. DBA CONSOLIDATED FUEL SYSTEMS",0MJG0,,,,006772
PEE DEE DOOR AND SPECIALTIES INC,0MJK4,,,,005911
HI-GRADE PRODUCTS CO INC,0MKJ3,,,,003331
ALTA TECHNOLOGIES INC,0MKJ4,,,,005911
HALLCREST INC DBA LIQUID CRYSTAL RESOURCES / HALLCREST,0MKM3,,,,105707
"MINNPAR, LLC DBA MINNPAR",0MKW7,,,,005023
"FEDERAL SECURITY SYSTEMS, INC. DBA FEDERAL SECURITY SYSTEMS INC",0MLD0,,,,111747
MARINE CORPS SYSTEMS COMMAND PROGRAM MANAGER ASSAULT AMPHIBIOUS VEHICLE,0MLM6,,,,000109
"MENDENHALL TECHNICAL SERVICES, INC.",0MMF3,,,,104118
MALLORY INC,0MNK1,,,,003197
ELLIOTT MOLDING AND COMPONENTS,0MNS7,,,,103178
"NORDEX, INCORPORATED DBA NORDEX INC",0MTR9,,,,002433
COMMUNICATIONS SPECIALTIES INCORPORATED,0MTV5,,,,110969
"LIFESTREAM WATERSYSTEMS, INC. DBA LIFESTREAM WATERSYSTEMS INC",0MU02,,,,101166
RAYTHEON DATA SYSTEMS,0MUW4,,,,008609
HURST EMERGENCY PRODUCTS,0MVF1,,,,108415
INTERNATIONAL PARTS SUPPLY CORPORATION DBA INTERNATIONAL PARTS SUPPLY CORP,0MVG5,,,,000627
"GRAYCER SCREW PRODUCTS CO., INC. DBA GRAYCER SCREW PRODUCTS CO INC",0MZE9,,,,109305
"K & N ENGINEERING, INC. DBA AEM INDUCTION",0N0N0,,,,106544
FLUKE CORP,0N0X4,,,,003197
"GLOCK, INC. DBA GLOCK INC",0N2S7,,,,111545
DAVID WHITNACK DISTRIBUTING INC DBA JOHNSTONE SUPPLY PHILADELPHIA,0N2Y6,,,,102981
LINTECH COMPONENTS CO. INC. DBA LINTECH COMPONENTS CO INC,0N439,,,,105713
PACKAGING STRATEGIES INCORPORATED DBA PACKAGING STRATEGIES INC,0N4N5,,,,112099
BREVINI USA INC,0N4U6,,,,000129
QUALITEK INTL INC,0N5C3,,,,101069
ALPS INC,0N630,,,,003197
OUT...GERBER SCIENTIFIC PRODUCTS INC,0N6J0,,,,100802
"HANNON HYDRAULICS, INC. DBA HANNON OFFSHORE DRILLING EQUIPMENT",0N7R3,,,,104887
"CRANE ELECTRONICS, INC. DBA SIGNAL TECHNOLOGY DIV OLEKTRON",0N8W8,,,,003021
CHESTNUT GROUP INC ATLANTIC SPRING,0N9P8,,,,100835
F.S. WELSFORD COMPANY,0NB72,,,,102479
SNYDERGENERAL CORP DBA AMERICAN AIR FILTER,0NCG7,,,,006032
COBURN COMPANY INC THE CHICAGO TAPE & LABEL DIV,0NH20,,,,109287
MULTIQUIP INC. DBA MULTIQUIP INC,0NH46,,,,106942
"G/GSA, INC. DBA GSA",0NH54,,,,103660
FERRISHIELD INC,0NLW6,,,,003197
CLEAN-SEAL INC DBA CLEAN SEAL INC,0NM25,,,,100544
WHITMORE WIRENETICS,0NRF3,,,,105765
ALLIED METRICS SEALS & FASTENERS INC,0NS28,,,,103082
"DELTA INTERNATIONAL, INC.",0NTD8,,,,110571
"ORIGINAL SAW CO, THE DIV ORIGINAL SAW COMPANY",0NUC6,,,,109465
"TECHNICON INDUSTRIES, INC. DBA TECHNICON ACOUSTICS",0NUE1,,,,109877
"KWIKPRINT MANUFACTURING COMPANY, INC., THE",0NVE4,,,,111963
JOHNSTONE SUPPLY,0NWY4,,,,102981
HYDRATECH LLC,0NXA2,,,,108920
"MAZZELLA LIFTING TECHNOLOGIES, INC. DBA MAZZELLA JOHN SAKACHO CO",0NXJ2,,,,103788
MERCURY MARINE GROUP DBA MERCRUISER,0NY24,,,,105856
ENVIRONMENTAL PROTECTION INC,0NY42,,,,001398
BRAVO COMMUNICATIONS INCORPORATED,0NYK1,,,,103414
VIDEO ACCESSORY CORPORATION,0NZE9,,,,109588
ENGINEERED COMPONENTS INC,0NZJ1,,,,002252
"J. R. MERRITT CONTROLS, INC. DBA JR MERRITT CONTROLS INC",0NZL0,,,,108321
"MIDTRONICS, INC",0P2U2,,,,006885
"AJ'S POWER SOURCE, INC.",0P327,,,,112829
NATIONAL B-CAM INC. DBA NATIONAL TOWELETTE COMPANY,0P668,,,,006467
"BASS PRODUCTS, LLC",0P7E7,,,,108570
ST JOSEPH EQUIPMENT INC,0P805,,,,100078
GRAINGER DIV OF W W GRAINGER INC,0P823,,,,000621
INTEGRATED HYDRAULICS INC,0P8V4,,,,000075
"INTERACTER, INC",0P9C2,,,,104001
SESAME TECHNOLOGIES INC,0P9C7,,,,002033
HART SYSTEMS INC DIV HART SYSTEMS,0P9Y2,,,,100078
"FEDERAL-FABRICS-FIBERS, INC.",0P9Y9,,,,107393
PRECISION MANIFOLD SYSTEMS INC DBA PMSI,0PAP6,,,,100078
BASIC INDUSTRIES INC,0PEY1,,,,003197
SPX FLUID POWER,0PFG7,,,,102503
GENERAL ELECTRIC CO GENERAL ELECTRIC MARINE SYSTEMS AND SERVICES,0PG62,,,,003459
"AQUA ENVIRONMENT CO, INC",0PH81,,,,112421
NORTHERN BATTERY CORP,0PHD4,,,,106958
MICROSEMI CORP. - RF POWER PRODUCTS,0PJR2,,,,101015
THOMCO SPECIALTY PRODUCTS,0PJT6,,,,111706
REELCRAFT INDUSTRIES INC,0PK87,,,,001437
"QUADTECH, INC",0PK96,,,,008534
AMPEX DATA SYSTEMS CORPORATION DBA AMPEX INTELLIGENT SYSTEMS,0PN68,,,,112780
"CONQUEST MACHINE, INC. DIV BAYJET MILITARY SALES",0PNX2,,,,006768
NTE INC,0PR93,,,,003197
"MERLIN INDUSTRIES, INC.",0PRR6,,,,108798
"SUNBELT STUD WELDING, INC. DBA SUNBELT STUD WELDING INC",0PTG9,,,,109207
ETA TECHNOLOGIES CORP,0PUF2,,,,003197
WHIRLPOOL CORP,0PVD2,,,,106491
BURR ENGINEERING & DEVELOPMENT CO,0PVN1,,,,107418
"BELZONA, INC.",0PX05,,,,109035
BLACK AND DECKER /U S/ INC,0PX37,,,,005974
"RG INDUSTRIES, INC. DBA POWERTECH HYDRAULICS DIV POWERTECH HYDRAULICS",0PXH5,,,,003998
MEDALIST-REIN LEITZKE,0PXJ7,,,,003507
"CONTINENTAL MOTORS, INC.",0PYA5,,,,102910
"RAYCO SERVICES, INC.",0PZ83,,,,106167
POLYMER TECHNOLOGIES INC,0PZF7,,,,107125
EIZO RUGGED SOLUTIONS INC. DBA EIZO RUGGED SOLUTIONS,0R367,,,,108872
"SATAIR USA, INC. DBA SATAIR USA INC DIV PEACHTREE CITY",0R3X9,,,,004165
"LAWRENCE FACTOR, INC. DBA LAWRENCE FACTOR INC",0R763,,,,108268
"HAZMATPAC, INC",0R779,,,,103326
"NIAGARA COOLER, INC.",0R7T0,,,,112866
OHIO ASSOCIATED ENTERPRISES LLC DIV MERITEC,0RAG4,,,,008391
DRACO SPRING MANUFACTURING COMPANY DBA DRACO SPRING MANUFACTURER DIV DRACO SPRING MFG. CO. INC,0RAL6,,,,108673
BARTON SUPPLY CO INC,0RCD6,,,,101083
"HOOSIER INDUSTRIAL SUPPLY, INC",0RCD8,,,,100773
MAGNUM ELECTRONICS INC,0RCP5,,,,003197
KNOTT BRAKE COMPANY,0RG94,,,,105741
WERNER ELECTRIC SUPPLY CO,0RGX6,,,,106191
SOLA ELECTRIC A UNIT OF GENERAL SIGNAL CORP,0RJ90,,,,003197
CAPSTONE ELECTRONICS,0RM11,,,,006471
"BRIGHT LIGHTS USA, INC",0RMF7,,,,100202
KABA ILCO CORP. DBA KABA ACCESS CONTROL DIV KABA WINSTON SALEM DIVISION,0RRE0,,,,006635
WELDCO BEALES MANUFACTURING LIMITED DIV WELDCO-BEALES MANUFACTURING INC.,0RS15,,,,100078
"CARL STAHL AMERICAN LIFTING, LLC DBA AMERICAN LIFTING",0RSC0,,,,003656
SPECIALTY COATING SYSTEMS INC,0RSM1,,,,111849
SKF CONDITION MONITORING INC,0RSM5,,,,008128
HOLSET ENGINEERING CO INC SUB OF CUMMINS ENGINE CO,0RTM2,,,,100857
CHANCE AB,0RUR0,,,,003225
"80/20, LLC",0RVK9,,,,000075
AIREX CORPORATION,0RXR4,,,,107899
OSHKOSH TRUCK CORP,0RZB8,,,,100155
"VALLEY PRECISION TOOL & TECHNOLOGY, INC.",0RZZ2,,,,104935
"AMERICAN LASER, INC.",0S0F8,,,,103231
"DLT SOLUTIONS, LLC",0S0H9,,,,107496
RCD INC. DIV ELECTRICAL,0S0P3,,,,003197
TOMPKINS INDUSTRIES INC,0S1H5,,,,004133
LEM USA INC,0S2B6,,,,100639
"MECHATRONICS, INC. DIV NATIONAL PRECISION BEARING",0S2W9,,,,102897
OLSON MFG AND DISTRIBUTION,0S2Z2,,,,008843
MULTITON MIC CORPORATION DBA MULTITON MIC CORPORATION,0S4E5,,,,002162
"PRECISION DEVICES, INC. DBA PRECISION DEVICES INC",0S4G1,,,,104038
"PORTACO, INC.",0S4R0,,,,101185
"ROMEO-RIM, INC.",0S913,,,,105782
MALLORY INDUSTRIAL AND TOOL SUPPLY CO,0S9G4,,,,003197
KOMATSU AMERICA CORP.,0SAT8,,,,001049
MB MFG INC,0SBD3,,,,002175
BENCHMARK COMMERCIAL INC,0SC13,,,,102668
"PHOENIX LOGISTICS, LLC",0SCJ7,,,,103049
LEXMARK INTL INC FEDERAL SALES DIV,0SD37,,,,008058
"INDUSTRIAL INSTRUMENTS & SUPPLIES, INC.",0SGG3,,,,104161
"EURAMCO SAFETY, INC. DBA RAM CENTRIFICAL PRODUCTS",0SHJ6,,,,100879
"INTERTEX ELECTRONICS, INC. DBA INTERTEX ELECTRONICS INC",0SJR0,,,,109456
BAKER BEARING CO. DBA BAKER BEARING CO,0SKZ0,,,,105235
RUDELL CARBIDE INC.,0SKZ6,,,,103703
"AERO INTERNATIONAL, LLC",0SML3,,,,101350
WESCO AIRCRAFT HARDWARE CORP.,0SNL6,,,,003692
"ADMARTEC, INC",0SPX0,,,,103522
REPCO INC,0SPX5,,,,007342
TUTHILL CORPORATION DBA TUTHILL VACUUM & BLOWER SYSTEMS,0STD9,,,,108373
"HARDWARE SALES, INC. DBA HARDWARE SALES",0STE4,,,,105811
"GENERAC MOBILE PRODUCTS, LLC",0SUA9,,,,106181
"SAFT AMERICA INC DIV AEROSPACE, DEFENSE, AND PERFORMANCE DIVISION",0SUJ7,,,,002033
"BUFFERS USA, INC. DBA BUFFERS USA INC",0SW64,,,,108173
WARTSILA LIPS INC,0SYN4,,,,006544
MANITEX INC,0SZB6,,,,001054
"FALCON ELECTRIC, INC.",0SZM1,,,,113403
"CME ARMA, INC. DBA CME ARMA INC",0T0Y2,,,,103936
ANRITSU COMPANY,0T1F7,,,,108182
DWYER INSTRUMENTS INC,0T4J0,,,,008089
ACME CRYOGENICS INC,0T7G3,,,,110191
SARCO HYDRAULICS INC,0T8B5,,,,002265
MONTGOMERY CHEMICAL INC,0T8S3,,,,110131
"RELIANCE AEROPRODUCTS INTERNATIONAL, L.L.C DBA RELIANCE AEROPRODUCTS INTERNATIONAL LP",0TAN3,,,,102113
"D. W. INDUSTRIES, INC.",0TE27,,,,100910
HEIL TANK SERVICE,0TEM1,,,,101660
"KNIGHT AEROSPACE PRODUCTS, INC.",0TF60,,,,100078
"WOODWARD, INC. DIV INDUSTRIAL CONTROL SYSTEMS",0TFM1,,,,008073
REILLY-BENTON INSULATION CO,0THJ2,,,,107188
FLUID-FLOW PRODUCTS INC,0TJ52,,,,100996
TRIAD CORP DBA AMERICAN PACIFIC FIRE,0TLM7,,,,003197
GFS CHEMICALS INC,0TNM0,,,,103779
FUNCTIONAL DEVICES INC,0TNS2,,,,002771
PRESTON CURTIS ENTERPRISES INC,0TP31,,,,105877
"FEDERAL INDUSTRIES, INC. DBA UNITED VALVE COMPANY",0TR84,,,,004088
"GARMIN INTERNATIONAL, INC. DBA GARMIN",0TRC3,,,,110219
CREATIVE LABS INC,0TRC7,,,,109366
"EXXON MOBIL CORP DIV EXXONMOBIL PRODUCT SOLUTIONS COMPANY, AVIATION LUBRICANTS",0TS34,,,,004141
"BREG OIL SPONGE INTERNATIONAL, INC. DBA BREG ENVIRONMENTAL",0TSE1,,,,101423
"W. F. HARRIS LIGHTING, INC.",0TST7,,,,111092
OCLANSPILL INC,0TT89,,,,103229
CRAIG BARRY DBA KIC PRODUCTS,0TUH3,,,,111046
NELSON INDUSTRIES INC DBA NELSON INDUSTRIES UNIVERSAL SILENCER,0TW02,,,,105444
ASM INDUSTRIES INC,0TW27,,,,102507
AMPCO PUMPS COMPANY LLC,0TWN3,,,,108903
AIRTROL COMPONENTS INC,0TWZ3,,,,001542
SIEMENS INDUSTRIAL AUTOMATION INC,0TX97,,,,001309
PEAK INDUSTRIAL INC,0TY29,,,,112376
BOSTROM SEATING INC,0TYM1,,,,100905
UNICOM ELECTRONIC CORP,0TZH8,,,,111292
CENTER - MOELLER PRODUCTS LLC,0U276,,,,109072
MISTRAL SECURITY INC.,0U4P3,,,,102656
SAE INTERNATIONAL,0U583,,,,111999
CERAM-KOTE COATINGS INCORPORATED DBA CERAM KOTE COATINGS INC,0U675,,,,109912
"E-W TRUCK & EQUIPMENT CO., INC. DBA E-W TRUCK & EQUIPMENT CO INC",0U7U2,,,,000810
CENTURION NON DESTRUCTIVE TESTING INC DBA CENTURION NDT,0U8D5,,,,006080
"THRANE & THRANE INC. DBA FOREIGN PARENT IS THRANE & THRANE A/S, KONGENS LYNGBY, DENM",0U8J3,,,,111405
HARVEY HUBBELL INC,0U8W5,,,,005974
DAYCO PRODUCTS INC,0U928,,,,103250
OTP HOLDING LLC DBA TP PUMP DIV TP PUMP,0U9J4,,,,104905
DF FAN SERVICES INC DBA CLARAGE FAN CO,0U9U1,,,,106310
"PRIDE CAST METALS, INC.",0U9Z1,,,,102830
SUPERIOR FLAME FIGHTER CORPORATION DBA NATIONAL FLEET PRODUCTS,0UBY8,,,,107137
"SHAFT CURRENT SOLUTIONS, INC.",0UCP5,,,,105236
M.S. AEROSPACE INC. DBA MS AEROSPACE INC,0UCY9,,,,102872
TECO AMERICAN INC,0UDW1,,,,002959
CAMMENGA & ASSOCIATES LLC,0UF75,,,,103989
EL-O-MATIC USA INC,0UH71,,,,103193
REGAL-BELOIT CORP,0UHB7,,,,105778
"CLARIOS, LLC DBA CLARIOS LLC DIV MILITARY BATTERY SYSTEMS",0UJ55,,,,103058
